expense_id,trip_id,asset_id,expense_date,expense_category,expense_type,description,amount_usd,country,city,payment_method,vendor_name,receipt_number,reimbursement_status,approved_by
EXP-00137,TRP-0086,AST-012,2024-03-13,Border Fees,Operational,Tanzania-Uganda border crossing fees,77.46,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2224,Approved,Operations Manager
EXP-00138,TRP-0087,AST-115,2025-01-25,Fuel,Operational,Diesel fuel for Dodoma-Dire Dawa trip,211.47,Tanzania,Dodoma,Cash,Puma Energy Tanzania,RCT-83342,Approved,Operations Manager
EXP-00139,TRP-0087,AST-115,2025-01-25,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,67.17,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-6107,Approved,Operations Manager
EXP-00140,TRP-0088,AST-055,2024-10-19,Fuel,Operational,Diesel fuel for Gisenyi-Kigali trip,152.0,Rwanda,Gisenyi,Company Card,Kobil Rwanda,RCT-28442,Approved,Operations Manager
EXP-00141,TRP-0089,AST-068,2025-02-17,Fuel,Operational,Diesel fuel for Gulu-Gulu trip,27.85,Uganda,Gulu,Cash,Total Uganda,RCT-47277,Approved,Finance Manager
EXP-00142,TRP-0090,AST-018,2024-07-27,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,120.76,Kenya,Kisumu,Company Card,Shell Kenya,RCT-79197,Approved,Finance Manager
EXP-00143,TRP-0090,AST-018,2024-07-27,Tolls,Operational,Highway toll charges,19.83,Kenya,Kisumu,Cash,Highway Authority,TOLL-1571,Approved,Finance Manager
EXP-00144,TRP-0091,AST-048,2024-02-28,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,205.0,Kenya,Nakuru,Company Card,Total Kenya,RCT-54836,Approved,Finance Manager
EXP-00145,TRP-0092,AST-004,2024-03-13,Fuel,Operational,Diesel fuel for Mwanza-Bahir Dar trip,166.83,Tanzania,Mwanza,Cash,Puma Energy Tanzania,RCT-68005,Approved,Finance Manager
EXP-00146,TRP-0092,AST-004,2024-03-13,Tolls,Operational,Highway toll charges,11.04,Tanzania,Mwanza,Cash,Highway Authority,TOLL-8918,Approved,Finance Manager
EXP-00147,TRP-0092,AST-004,2024-03-13,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,54.85,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-3892,Approved,Operations Manager
EXP-00148,TRP-0093,AST-097,2024-09-18,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,159.31,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-51451,Approved,Operations Manager
EXP-00149,TRP-0094,AST-003,2024-12-28,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,161.73,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-77980,Approved,Operations Manager
EXP-00150,TRP-0094,AST-003,2024-12-28,Tolls,Operational,Highway toll charges,5.19,Kenya,Kisumu,Cash,Highway Authority,TOLL-5834,Approved,Finance Manager
EXP-00151,TRP-0095,AST-076,2024-11-28,Fuel,Operational,Diesel fuel for Nairobi-Addis Ababa trip,88.23,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-46083,Approved,Operations Manager
EXP-00152,TRP-0095,AST-076,2024-11-28,Tolls,Operational,Highway toll charges,12.2,Kenya,Nairobi,Cash,Highway Authority,TOLL-3585,Approved,Finance Manager
EXP-00153,TRP-0095,AST-076,2024-11-28,Border Fees,Operational,Kenya-Ethiopia border crossing fees,60.62,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-1687,Approved,Operations Manager
EXP-00154,TRP-0096,AST-044,2025-02-21,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,99.37,Uganda,Entebbe,Company Card,Shell Uganda,RCT-23429,Approved,Operations Manager
EXP-00155,TRP-0096,AST-044,2025-02-21,Tolls,Operational,Highway toll charges,9.86,Uganda,Entebbe,Cash,Highway Authority,TOLL-9037,Approved,Finance Manager
EXP-00156,TRP-0097,AST-070,2024-10-16,Fuel,Operational,Diesel fuel for Mombasa-Jinja trip,94.85,Kenya,Mombasa,Cash,Shell Kenya,RCT-93826,Approved,Finance Manager
EXP-00157,TRP-0097,AST-070,2024-10-16,Border Fees,Operational,Kenya-Uganda border crossing fees,45.02,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-6612,Approved,Operations Manager
EXP-00158,TRP-0098,AST-098,2024-08-09,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,132.03,Kenya,Eldoret,Cash,Shell Kenya,RCT-34349,Approved,Finance Manager
EXP-00159,TRP-0098,AST-098,2024-08-09,Tolls,Operational,Highway toll charges,12.0,Kenya,Eldoret,Cash,Highway Authority,TOLL-6470,Approved,Finance Manager
EXP-00160,TRP-0099,AST-048,2024-02-08,Fuel,Operational,Diesel fuel for Kisumu-Nairobi trip,113.63,Kenya,Kisumu,Cash,Kobil Kenya,RCT-62305,Approved,Finance Manager
EXP-00161,TRP-0100,AST-057,2024-08-12,Fuel,Operational,Diesel fuel for Mbarara-Kampala trip,171.43,Uganda,Mbarara,Cash,Puma Energy Uganda,RCT-16607,Approved,Finance Manager
EXP-00162,TRP-0100,AST-057,2024-08-12,Tolls,Operational,Highway toll charges,20.22,Uganda,Mbarara,Cash,Highway Authority,TOLL-4178,Approved,Finance Manager
EXP-00163,TRP-0101,AST-109,2025-01-20,Fuel,Operational,Diesel fuel for Eldoret-Dodoma trip,91.9,Kenya,Eldoret,Cash,Total Kenya,RCT-45537,Approved,Finance Manager
EXP-00164,TRP-0102,AST-029,2024-11-22,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,78.95,Kenya,Nakuru,Cash,Total Kenya,RCT-82708,Approved,Operations Manager
EXP-00165,TRP-0103,AST-085,2024-07-07,Fuel,Operational,Diesel fuel for Mwanza-Mbeya trip,95.27,Tanzania,Mwanza,Company Card,Puma Energy Tanzania,RCT-57984,Approved,Operations Manager
EXP-00166,TRP-0104,AST-004,2024-11-11,Fuel,Operational,Diesel fuel for Mwanza-Dar es Salaam trip,95.66,Tanzania,Mwanza,Company Card,Kobil Tanzania,RCT-72321,Approved,Operations Manager
EXP-00167,TRP-0105,AST-007,2024-07-02,Fuel,Operational,Diesel fuel for Mwanza-Mwanza trip,23.37,Tanzania,Mwanza,Cash,Kobil Tanzania,RCT-58113,Approved,Operations Manager
EXP-00168,TRP-0105,AST-007,2024-07-02,Tolls,Operational,Highway toll charges,8.18,Tanzania,Mwanza,Cash,Highway Authority,TOLL-9872,Approved,Finance Manager
EXP-00169,TRP-0106,AST-061,2024-02-21,Fuel,Operational,Diesel fuel for Butare-Kigali trip,139.81,Rwanda,Butare,Cash,Shell Rwanda,RCT-73969,Approved,Finance Manager
EXP-00170,TRP-0107,AST-077,2024-06-11,Fuel,Operational,Diesel fuel for Mwanza-Mbarara trip,174.33,Tanzania,Mwanza,Company Card,Total Tanzania,RCT-71276,Approved,Finance Manager
EXP-00171,TRP-0107,AST-077,2024-06-11,Border Fees,Operational,Tanzania-Uganda border crossing fees,47.47,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-3220,Approved,Operations Manager
EXP-00172,TRP-0108,AST-097,2025-01-19,Fuel,Operational,Diesel fuel for Eldoret-Kisumu trip,195.82,Kenya,Eldoret,Cash,Shell Kenya,RCT-32613,Approved,Operations Manager
EXP-00173,TRP-0109,AST-070,2024-03-21,Fuel,Operational,Diesel fuel for Nairobi-Nairobi trip,12.55,Kenya,Nairobi,Cash,Shell Kenya,RCT-48418,Approved,Finance Manager
EXP-00174,TRP-0110,AST-044,2024-04-29,Fuel,Operational,Diesel fuel for Jinja-Cyangugu trip,109.31,Uganda,Jinja,Company Card,Total Uganda,RCT-24241,Approved,Finance Manager
EXP-00175,TRP-0111,AST-119,2024-04-07,Fuel,Operational,Diesel fuel for Bahir Dar-Kisumu trip,97.82,Ethiopia,Bahir Dar,Cash,Kobil Ethiopia,RCT-36419,Approved,Operations Manager
EXP-00176,TRP-0111,AST-119,2024-04-07,Tolls,Operational,Highway toll charges,18.33,Ethiopia,Bahir Dar,Cash,Highway Authority,TOLL-9125,Approved,Finance Manager
EXP-00177,TRP-0111,AST-119,2024-04-07,Border Fees,Operational,Ethiopia-Kenya border crossing fees,78.02,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-3803,Approved,Operations Manager
EXP-00178,TRP-0112,AST-028,2024-08-27,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,46.59,Kenya,Nairobi,Cash,Total Kenya,RCT-45226,Approved,Operations Manager
EXP-00179,TRP-0112,AST-028,2024-08-27,Tolls,Operational,Highway toll charges,15.63,Kenya,Nairobi,Cash,Highway Authority,TOLL-4838,Approved,Finance Manager
EXP-00180,TRP-0113,AST-031,2024-08-05,Fuel,Operational,Diesel fuel for Cyangugu-Cyangugu trip,22.78,Rwanda,Cyangugu,Cash,Puma Energy Rwanda,RCT-53471,Approved,Operations Manager
EXP-00181,TRP-0114,AST-025,2024-03-28,Fuel,Operational,Diesel fuel for Entebbe-Mbarara trip,119.63,Uganda,Entebbe,Company Card,Total Uganda,RCT-94045,Approved,Operations Manager
EXP-00182,TRP-0115,AST-066,2024-02-26,Fuel,Operational,Diesel fuel for Dodoma-Dire Dawa trip,226.17,Tanzania,Dodoma,Cash,Total Tanzania,RCT-93402,Approved,Finance Manager
EXP-00183,TRP-0115,AST-066,2024-02-26,Border Fees,Operational,Tanzania-Ethiopia border crossing fees,69.7,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-3690,Approved,Operations Manager
EXP-00184,TRP-0116,AST-095,2024-06-17,Fuel,Operational,Diesel fuel for Ruhengeri-Kigali trip,95.65,Rwanda,Ruhengeri,Cash,Total Rwanda,RCT-82941,Approved,Operations Manager
EXP-00185,TRP-0117,AST-055,2024-01-23,Fuel,Operational,Diesel fuel for Butare-Cyangugu trip,86.03,Rwanda,Butare,Company Card,Puma Energy Rwanda,RCT-38637,Approved,Finance Manager
EXP-00186,TRP-0117,AST-055,2024-01-23,Tolls,Operational,Highway toll charges,18.51,Rwanda,Butare,Cash,Highway Authority,TOLL-2789,Approved,Finance Manager
EXP-00187,TRP-0118,AST-008,2024-01-14,Fuel,Operational,Diesel fuel for Gulu-Gulu trip,32.54,Uganda,Gulu,Cash,Shell Uganda,RCT-63082,Approved,Operations Manager
EXP-00188,TRP-0118,AST-008,2024-01-14,Tolls,Operational,Highway toll charges,6.92,Uganda,Gulu,Cash,Highway Authority,TOLL-7563,Approved,Finance Manager
EXP-00189,TRP-0119,AST-072,2024-05-22,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,46.65,Kenya,Nairobi,Company Card,Total Kenya,RCT-43645,Approved,Operations Manager
EXP-00190,TRP-0120,AST-108,2024-11-21,Fuel,Operational,Diesel fuel for Kampala-Jinja trip,100.35,Uganda,Kampala,Company Card,Total Uganda,RCT-26119,Approved,Finance Manager
EXP-00191,TRP-0121,AST-067,2024-04-22,Fuel,Operational,Diesel fuel for Butare-Nakuru trip,225.48,Rwanda,Butare,Cash,Kobil Rwanda,RCT-29029,Approved,Operations Manager
EXP-00192,TRP-0121,AST-067,2024-04-22,Border Fees,Operational,Rwanda-Kenya border crossing fees,33.54,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-2452,Approved,Operations Manager
EXP-00193,TRP-0122,AST-028,2024-04-18,Fuel,Operational,Diesel fuel for Kisumu-Kisumu trip,14.02,Kenya,Kisumu,Company Card,Shell Kenya,RCT-43278,Approved,Operations Manager
EXP-00194,TRP-0123,AST-108,2024-06-19,Fuel,Operational,Diesel fuel for Jinja-Addis Ababa trip,182.11,Uganda,Jinja,Company Card,Total Uganda,RCT-26035,Approved,Finance Manager
EXP-00195,TRP-0123,AST-108,2024-06-19,Border Fees,Operational,Uganda-Ethiopia border crossing fees,56.11,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-8838,Approved,Operations Manager
EXP-00196,TRP-0124,AST-029,2024-01-31,Fuel,Operational,Diesel fuel for Kisumu-Nakuru trip,121.1,Kenya,Kisumu,Company Card,Total Kenya,RCT-64523,Approved,Finance Manager
EXP-00197,TRP-0125,AST-070,2024-06-18,Fuel,Operational,Diesel fuel for Eldoret-Mombasa trip,50.32,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-89511,Approved,Finance Manager
EXP-00198,TRP-0125,AST-070,2024-06-18,Tolls,Operational,Highway toll charges,22.04,Kenya,Eldoret,Cash,Highway Authority,TOLL-1704,Approved,Finance Manager
EXP-00199,TRP-0126,AST-098,2025-02-11,Fuel,Operational,Diesel fuel for Nairobi-Nakuru trip,76.48,Kenya,Nairobi,Cash,Shell Kenya,RCT-92851,Approved,Finance Manager
EXP-00200,TRP-0127,AST-107,2024-07-03,Fuel,Operational,Diesel fuel for Nakuru-Eldoret trip,158.48,Kenya,Nakuru,Cash,Puma Energy Kenya,RCT-14362,Approved,Operations Manager
EXP-00201,TRP-0128,AST-042,2024-10-14,Fuel,Operational,Diesel fuel for Arusha-Dodoma trip,166.59,Tanzania,Arusha,Company Card,Puma Energy Tanzania,RCT-57813,Approved,Finance Manager
EXP-00202,TRP-0128,AST-042,2024-10-14,Tolls,Operational,Highway toll charges,19.01,Tanzania,Arusha,Cash,Highway Authority,TOLL-1483,Approved,Finance Manager
EXP-00203,TRP-0129,AST-119,2024-07-28,Fuel,Operational,Diesel fuel for Addis Ababa-Bahir Dar trip,189.5,Ethiopia,Addis Ababa,Cash,Shell Ethiopia,RCT-56730,Approved,Finance Manager
EXP-00204,TRP-0130,AST-035,2024-11-19,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,74.37,Uganda,Entebbe,Cash,Total Uganda,RCT-29680,Approved,Finance Manager
EXP-00205,TRP-0130,AST-035,2024-11-19,Tolls,Operational,Highway toll charges,21.33,Uganda,Entebbe,Cash,Highway Authority,TOLL-2842,Approved,Finance Manager
EXP-00206,TRP-0131,AST-110,2024-09-13,Fuel,Operational,Diesel fuel for Gulu-Gulu trip,37.6,Uganda,Gulu,Company Card,Puma Energy Uganda,RCT-43007,Approved,Operations Manager
EXP-00207,TRP-0131,AST-110,2024-09-13,Tolls,Operational,Highway toll charges,13.27,Uganda,Gulu,Cash,Highway Authority,TOLL-1379,Approved,Finance Manager
EXP-00208,TRP-0132,AST-081,2024-12-01,Fuel,Operational,Diesel fuel for Entebbe-Entebbe trip,22.88,Uganda,Entebbe,Company Card,Shell Uganda,RCT-37115,Approved,Finance Manager
EXP-00209,TRP-0133,AST-060,2024-11-15,Fuel,Operational,Diesel fuel for Butare-Kigali trip,176.4,Rwanda,Butare,Company Card,Total Rwanda,RCT-86130,Approved,Finance Manager
EXP-00210,TRP-0134,AST-076,2025-02-09,Fuel,Operational,Diesel fuel for Eldoret-Ruhengeri trip,293.88,Kenya,Eldoret,Cash,Kobil Kenya,RCT-94059,Approved,Finance Manager
EXP-00211,TRP-0134,AST-076,2025-02-09,Border Fees,Operational,Kenya-Rwanda border crossing fees,74.02,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-5129,Approved,Operations Manager
EXP-00212,TRP-0135,AST-116,2024-08-21,Fuel,Operational,Diesel fuel for Entebbe-Kampala trip,162.41,Uganda,Entebbe,Cash,Puma Energy Uganda,RCT-35772,Approved,Finance Manager
EXP-00213,TRP-0136,AST-059,2025-02-17,Fuel,Operational,Diesel fuel for Entebbe-Gulu trip,67.72,Uganda,Entebbe,Company Card,Puma Energy Uganda,RCT-84515,Approved,Operations Manager
EXP-00214,TRP-0137,AST-051,2024-09-11,Fuel,Operational,Diesel fuel for Eldoret-Dire Dawa trip,191.74,Kenya,Eldoret,Company Card,Total Kenya,RCT-72042,Approved,Operations Manager
EXP-00215,TRP-0137,AST-051,2024-09-11,Border Fees,Operational,Kenya-Ethiopia border crossing fees,71.87,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-6813,Approved,Operations Manager
EXP-00216,TRP-0138,AST-013,2024-05-23,Fuel,Operational,Diesel fuel for Gulu-Mombasa trip,127.73,Uganda,Gulu,Cash,Total Uganda,RCT-40127,Approved,Finance Manager
EXP-00217,TRP-0138,AST-013,2024-05-23,Border Fees,Operational,Uganda-Kenya border crossing fees,68.33,Kenya,Border Crossing,Cash,Kenya Revenue Authority,BRD-5697,Approved,Operations Manager
EXP-00218,TRP-0139,AST-019,2024-05-28,Fuel,Operational,Diesel fuel for Kisumu-Kampala trip,85.46,Kenya,Kisumu,Cash,Shell Kenya,RCT-45723,Approved,Operations Manager
EXP-00219,TRP-0139,AST-019,2024-05-28,Border Fees,Operational,Kenya-Uganda border crossing fees,38.58,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-2707,Approved,Operations Manager
EXP-00220,TRP-0140,AST-057,2024-03-05,Fuel,Operational,Diesel fuel for Mbarara-Gulu trip,155.3,Uganda,Mbarara,Cash,Kobil Uganda,RCT-56463,Approved,Operations Manager
EXP-00221,TRP-0141,AST-097,2024-12-18,Fuel,Operational,Diesel fuel for Eldoret-Mombasa trip,84.85,Kenya,Eldoret,Cash,Total Kenya,RCT-76124,Approved,Operations Manager
EXP-00222,TRP-0142,AST-084,2024-03-22,Fuel,Operational,Diesel fuel for Arusha-Dodoma trip,133.18,Tanzania,Arusha,Cash,Kobil Tanzania,RCT-37963,Approved,Finance Manager
EXP-00223,TRP-0142,AST-084,2024-03-22,Tolls,Operational,Highway toll charges,12.81,Tanzania,Arusha,Cash,Highway Authority,TOLL-1551,Approved,Finance Manager
EXP-00224,TRP-0143,AST-042,2024-12-01,Fuel,Operational,Diesel fuel for Dodoma-Arusha trip,160.11,Tanzania,Dodoma,Company Card,Shell Tanzania,RCT-76784,Approved,Operations Manager
EXP-00225,TRP-0144,AST-101,2024-08-30,Fuel,Operational,Diesel fuel for Addis Ababa-Mbarara trip,151.54,Ethiopia,Addis Ababa,Cash,Total Ethiopia,RCT-45369,Approved,Operations Manager
EXP-00226,TRP-0145,AST-022,2024-12-03,Fuel,Operational,Diesel fuel for Ruhengeri-Ruhengeri trip,26.53,Rwanda,Ruhengeri,Company Card,Kobil Rwanda,RCT-22177,Approved,Operations Manager
EXP-00227,TRP-0146,AST-116,2024-09-04,Fuel,Operational,Diesel fuel for Jinja-Kampala trip,140.03,Uganda,Jinja,Company Card,Kobil Uganda,RCT-35000,Approved,Operations Manager
EXP-00228,TRP-0146,AST-116,2024-09-04,Tolls,Operational,Highway toll charges,13.74,Uganda,Jinja,Cash,Highway Authority,TOLL-1322,Approved,Finance Manager
EXP-00229,TRP-0147,AST-109,2024-12-03,Fuel,Operational,Diesel fuel for Eldoret-Nairobi trip,91.67,Kenya,Eldoret,Cash,Puma Energy Kenya,RCT-17955,Approved,Operations Manager
EXP-00230,TRP-0148,AST-101,2024-03-28,Fuel,Operational,Diesel fuel for Addis Ababa-Addis Ababa trip,26.63,Ethiopia,Addis Ababa,Company Card,Puma Energy Ethiopia,RCT-49225,Approved,Operations Manager
EXP-00231,TRP-0149,AST-013,2024-04-20,Fuel,Operational,Diesel fuel for Entebbe-Jinja trip,158.81,Uganda,Entebbe,Company Card,Shell Uganda,RCT-58419,Approved,Finance Manager
EXP-00232,TRP-0150,AST-068,2024-05-17,Fuel,Operational,Diesel fuel for Entebbe-Dodoma trip,141.55,Uganda,Entebbe,Company Card,Total Uganda,RCT-57190,Approved,Operations Manager
EXP-00233,TRP-0150,AST-068,2024-05-17,Border Fees,Operational,Uganda-Tanzania border crossing fees,56.37,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-2566,Approved,Operations Manager
EXP-00234,TRP-0151,AST-109,2024-03-15,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,135.17,Kenya,Nairobi,Company Card,Puma Energy Kenya,RCT-24314,Approved,Finance Manager
EXP-00235,TRP-0152,AST-037,2024-06-11,Fuel,Operational,Diesel fuel for Eldoret-Nakuru trip,89.32,Kenya,Eldoret,Company Card,Shell Kenya,RCT-98945,Approved,Operations Manager
EXP-00236,TRP-0153,AST-038,2024-08-02,Fuel,Operational,Diesel fuel for Kisumu-Gisenyi trip,313.87,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-48300,Approved,Finance Manager
EXP-00237,TRP-0153,AST-038,2024-08-02,Border Fees,Operational,Kenya-Rwanda border crossing fees,71.57,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-8206,Approved,Operations Manager
EXP-00238,TRP-0154,AST-088,2024-09-09,Fuel,Operational,Diesel fuel for Gondar-Dire Dawa trip,68.12,Ethiopia,Gondar,Cash,Shell Ethiopia,RCT-14399,Approved,Finance Manager
EXP-00239,TRP-0155,AST-025,2025-01-13,Fuel,Operational,Diesel fuel for Kampala-Entebbe trip,155.12,Uganda,Kampala,Company Card,Shell Uganda,RCT-80258,Approved,Operations Manager
EXP-00240,TRP-0156,AST-028,2025-01-27,Fuel,Operational,Diesel fuel for Nakuru-Mombasa trip,183.4,Kenya,Nakuru,Cash,Puma Energy Kenya,RCT-64978,Approved,Operations Manager
EXP-00241,TRP-0156,AST-028,2025-01-27,Tolls,Operational,Highway toll charges,15.61,Kenya,Nakuru,Cash,Highway Authority,TOLL-3263,Approved,Finance Manager
EXP-00242,TRP-0157,AST-048,2024-07-24,Fuel,Operational,Diesel fuel for Nakuru-Nairobi trip,75.26,Kenya,Nakuru,Company Card,Kobil Kenya,RCT-59791,Approved,Operations Manager
EXP-00243,TRP-0158,AST-028,2024-12-02,Fuel,Operational,Diesel fuel for Kisumu-Arusha trip,224.59,Kenya,Kisumu,Company Card,Puma Energy Kenya,RCT-63310,Approved,Operations Manager
EXP-00244,TRP-0158,AST-028,2024-12-02,Border Fees,Operational,Kenya-Tanzania border crossing fees,33.13,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-7811,Approved,Operations Manager
EXP-00245,TRP-0159,AST-018,2024-09-10,Fuel,Operational,Diesel fuel for Nakuru-Nakuru trip,15.26,Kenya,Nakuru,Company Card,Total Kenya,RCT-66820,Approved,Finance Manager
EXP-00246,TRP-0160,AST-029,2024-05-24,Fuel,Operational,Diesel fuel for Nakuru-Mombasa trip,96.76,Kenya,Nakuru,Cash,Total Kenya,RCT-42160,Approved,Finance Manager
EXP-00247,TRP-0160,AST-029,2024-05-24,Tolls,Operational,Highway toll charges,18.17,Kenya,Nakuru,Cash,Highway Authority,TOLL-9302,Approved,Finance Manager
EXP-00248,TRP-0161,AST-003,2024-04-27,Fuel,Operational,Diesel fuel for Nairobi-Mombasa trip,134.97,Kenya,Nairobi,Cash,Shell Kenya,RCT-74635,Approved,Operations Manager
EXP-00249,TRP-0162,AST-011,2024-05-17,Fuel,Operational,Diesel fuel for Kisumu-Jinja trip,197.11,Kenya,Kisumu,Cash,Shell Kenya,RCT-95704,Approved,Finance Manager
EXP-00250,TRP-0162,AST-011,2024-05-17,Border Fees,Operational,Kenya-Uganda border crossing fees,59.21,Uganda,Border Crossing,Cash,Uganda Revenue Authority,BRD-4897,Approved,Operations Manager
EXP-00251,TRP-0163,AST-075,2024-10-09,Fuel,Operational,Diesel fuel for Kisumu-Butare trip,152.35,Kenya,Kisumu,Cash,Puma Energy Kenya,RCT-90259,Approved,Operations Manager
EXP-00252,TRP-0163,AST-075,2024-10-09,Border Fees,Operational,Kenya-Rwanda border crossing fees,45.26,Rwanda,Border Crossing,Cash,Rwanda Revenue Authority,BRD-2856,Approved,Operations Manager
EXP-00253,TRP-0164,AST-019,2024-10-06,Fuel,Operational,Diesel fuel for Nakuru-Mbarara trip,232.49,Kenya,Nakuru,Cash,Total Kenya,RCT-38622,Approved,Operations Manager
EXP-00254,TRP-0165,AST-075,2024-09-14,Fuel,Operational,Diesel fuel for Kisumu-Mombasa trip,183.85,Kenya,Kisumu,Cash,Puma Energy Kenya,RCT-41258,Approved,Operations Manager
EXP-00255,TRP-0166,AST-038,2024-03-22,Fuel,Operational,Diesel fuel for Nairobi-Bahir Dar trip,185.49,Kenya,Nairobi,Company Card,Shell Kenya,RCT-42192,Approved,Operations Manager
EXP-00256,TRP-0166,AST-038,2024-03-22,Border Fees,Operational,Kenya-Ethiopia border crossing fees,38.64,Ethiopia,Border Crossing,Cash,Ethiopia Revenue Authority,BRD-7897,Approved,Operations Manager
EXP-00257,TRP-0167,AST-110,2025-02-08,Fuel,Operational,Diesel fuel for Entebbe-Mbeya trip,141.86,Uganda,Entebbe,Company Card,Shell Uganda,RCT-77317,Approved,Finance Manager
EXP-00258,TRP-0167,AST-110,2025-02-08,Tolls,Operational,Highway toll charges,17.59,Uganda,Entebbe,Cash,Highway Authority,TOLL-4479,Approved,Finance Manager
EXP-00259,TRP-0167,AST-110,2025-02-08,Border Fees,Operational,Uganda-Tanzania border crossing fees,62.81,Tanzania,Border Crossing,Cash,Tanzania Revenue Authority,BRD-5194,Approved,Operations Manager
