maintenance_id,asset_id,maintenance_date,maintenance_type,service_provider,location,odometer_reading,description,parts_replaced,labor_hours,parts_cost_usd,labor_cost_usd,total_cost_usd,next_service_km,performed_by,downtime_hours
MNT-0525,AST-093,2024-10-02,Repair,Auto Services Kenya,Kisumu,-7097,Repair - Battery,Battery,9,502.61,330.11,832.72,6790,Peter Kato,13
MNT-0526,AST-093,2024-06-21,Routine Service,Auto Services Kenya,Kisumu,-1421,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Fuel filter|Air filter,2,147.33,70.57,217.9,9623,Jean Ali,5
MNT-0527,AST-094,2024-02-06,Routine Service,Auto Services Tanzania,Mwanza,64240,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Oil,4,122.81,140.62,263.43,74917,Joshua Rashid,5
MNT-0528,AST-094,2024-05-14,Routine Service,Auto Services Tanzania,Mwanza,63976,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Engine oil filter,3,151.17,93.91,245.08,77273,Patrick Ssemakula,5
MNT-0529,AST-094,2025-02-15,Routine Service,Auto Services Tanzania,Mwanza,86786,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter,4,80.43,127.33,207.76,100827,Faith Hamisi,5
MNT-0530,AST-094,2025-02-28,Routine Service,Auto Services Tanzania,Mwanza,68040,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,2,143.25,69.37,212.62,80646,Christine Mukamana,6
MNT-0531,AST-094,2024-09-19,Routine Service,Auto Services Tanzania,Mwanza,98094,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter,3,175.11,116.76,291.87,113032,Meseret Worku,7
MNT-0532,AST-094,2024-08-15,Routine Service,Auto Services Tanzania,Mwanza,95130,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Air filter,2,93.65,66.94,160.59,109268,Ahmed Abebe,6
MNT-0533,AST-094,2024-02-23,Repair,Auto Services Tanzania,Mwanza,82720,"Repair - Suspension parts, Alternator",Suspension parts|Alternator,10,346.67,450.11,796.78,94467,Samuel Kimani,11
MNT-0534,AST-094,2024-11-03,Routine Service,Auto Services Tanzania,Mwanza,93735,"Routine Service - Oil, Air filter",Oil|Air filter|Engine oil filter,5,158.01,229.65,387.67,104093,Yohannes Wasswa,8
MNT-0535,AST-095,2024-10-18,Routine Service,Auto Services Rwanda,Butare,210911,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil,2,177.44,78.1,255.54,222316,Patrick Njoroge,3
MNT-0536,AST-095,2024-11-26,Routine Service,Auto Services Rwanda,Butare,221158,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Oil|Air filter,2,145.2,65.41,210.62,233082,Mary Mwinyi,5
MNT-0537,AST-095,2024-09-17,Routine Service,Auto Services Rwanda,Butare,216983,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,5,94.25,220.26,314.52,231850,Daniel Tesfaye,6
MNT-0538,AST-095,2024-02-15,Routine Service,Auto Services Rwanda,Butare,223401,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Oil|Fuel filter,4,102.45,136.05,238.5,237260,Grace Omari,8
MNT-0539,AST-095,2024-03-14,Routine Service,Auto Services Rwanda,Butare,195697,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter,5,126.09,237.07,363.16,210106,John Wanjiru,9
MNT-0540,AST-096,2024-02-03,Routine Service,Auto Services Rwanda,Cyangugu,112666,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Air filter|Engine oil filter,3,110.03,148.93,258.96,127250,Christine Nsengimana,7
MNT-0541,AST-096,2024-03-28,Routine Service,Auto Services Rwanda,Cyangugu,108245,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Air filter,3,172.48,97.95,270.44,122916,Paul Mwangi,5
MNT-0542,AST-096,2024-06-24,Repair,Auto Services Rwanda,Cyangugu,138906,Repair - Brake pads,Brake pads,9,244.77,377.18,621.95,150399,Ahmed Korir,11
MNT-0543,AST-096,2024-11-12,Routine Service,Auto Services Rwanda,Cyangugu,137682,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Engine oil filter|Fuel filter,4,135.5,120.13,255.63,147810,Aisha Bekele,6
MNT-0544,AST-096,2024-03-25,Routine Service,Auto Services Rwanda,Cyangugu,111703,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Fuel filter,5,180.27,192.24,372.51,123875,Solomon Khamis,7
MNT-0545,AST-096,2024-06-17,Routine Service,Auto Services Rwanda,Cyangugu,110055,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Air filter|Engine oil filter,3,107.8,100.9,208.7,121975,Fatuma Ochieng,6
MNT-0546,AST-096,2024-05-16,Routine Service,Auto Services Rwanda,Cyangugu,109977,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,3,116.13,90.15,206.29,124721,Aisha Uwimana,5
MNT-0547,AST-096,2024-11-03,Emergency Repair,Auto Services Rwanda,Cyangugu,108034,Emergency Repair - Starter motor,Starter motor,11,767.97,548.09,1316.07,120911,Jean Mukamana,14
MNT-0548,AST-097,2024-08-28,Routine Service,Auto Services Kenya,Eldoret,59879,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Fuel filter|Air filter,2,104.0,66.03,170.03,71140,Paul Otieno,4
MNT-0549,AST-097,2024-01-21,Routine Service,Auto Services Kenya,Eldoret,94146,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs,2,160.27,67.67,227.94,109129,Solomon Bekele,4
MNT-0550,AST-097,2024-09-13,Routine Service,Auto Services Kenya,Eldoret,68331,"Routine Service - Oil, Air filter",Oil|Air filter,4,164.58,182.07,346.65,82891,David Haile,5
MNT-0551,AST-097,2024-05-31,Routine Service,Auto Services Kenya,Eldoret,83578,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter,4,181.82,122.73,304.55,96341,Agnes Haile,6
MNT-0552,AST-097,2024-02-12,Repair,Auto Services Kenya,Eldoret,92397,Repair - Radiator,Radiator,9,422.25,274.79,697.05,106806,Ahmed Mwangi,12
MNT-0553,AST-097,2025-02-27,Emergency Repair,Auto Services Kenya,Eldoret,99470,"Emergency Repair - Starter motor, Fuel pump",Starter motor|Fuel pump,9,675.94,311.84,987.78,111438,Hassan Haile,11
MNT-0554,AST-097,2024-06-10,Repair,Auto Services Kenya,Eldoret,75140,"Repair - Radiator, Alternator",Radiator|Alternator,6,278.87,214.06,492.93,89863,Eric Kebede,7
MNT-0555,AST-097,2024-10-07,Routine Service,Auto Services Kenya,Eldoret,68965,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Air filter,2,107.63,78.83,186.46,82378,Almaz Niyonzima,4
MNT-0556,AST-098,2025-02-09,Routine Service,Auto Services Kenya,Nairobi,187720,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter,5,119.37,218.88,338.26,201039,Solomon Habimana,8
MNT-0557,AST-098,2024-03-08,Routine Service,Auto Services Kenya,Nairobi,164788,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,3,150.93,111.42,262.34,179351,David Bizimana,5
MNT-0558,AST-098,2024-09-18,Emergency Repair,Auto Services Kenya,Nairobi,187186,"Emergency Repair - Starter motor, Fuel pump",Starter motor|Fuel pump,10,397.0,437.09,834.09,202118,Amina Hassan,11
MNT-0559,AST-098,2025-02-09,Routine Service,Auto Services Kenya,Nairobi,160776,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Engine oil filter,4,91.91,181.69,273.6,173261,Francis Tadesse,7
MNT-0560,AST-099,2025-02-04,Routine Service,Auto Services Kenya,Eldoret,47439,"Routine Service - Oil, Fuel filter",Oil|Fuel filter,3,147.84,128.4,276.23,60950,Getachew Alemu,5
MNT-0561,AST-099,2024-04-18,Emergency Repair,Auto Services Kenya,Eldoret,56852,"Emergency Repair - Fan belt, Water pump",Fan belt|Water pump,10,372.56,420.77,793.33,71042,Sara Rashid,13
MNT-0562,AST-099,2024-02-15,Routine Service,Auto Services Kenya,Eldoret,28755,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Spark plugs,2,113.99,78.54,192.53,39551,Beatrice Kimani,3
MNT-0563,AST-099,2025-01-27,Routine Service,Auto Services Kenya,Eldoret,30899,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter,3,116.88,129.17,246.05,43385,Zainab Kayitesi,4
MNT-0564,AST-100,2024-08-15,Emergency Repair,Auto Services Tanzania,Dar es Salaam,36476,Emergency Repair - Water pump,Water pump,11,492.64,449.39,942.03,46825,Ibrahim Haile,14
MNT-0565,AST-100,2024-12-08,Routine Service,Auto Services Tanzania,Dar es Salaam,71336,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Air filter|Spark plugs,4,140.5,131.49,272.0,85805,Innocent Niyonzima,6
MNT-0566,AST-100,2025-02-10,Repair,Auto Services Tanzania,Dar es Salaam,57192,Repair - Radiator,Radiator,4,206.35,132.65,339.0,67748,Jean Mukasa,6
MNT-0567,AST-100,2024-09-04,Repair,Auto Services Tanzania,Dar es Salaam,48119,"Repair - Alternator, Radiator",Alternator|Radiator,9,442.45,418.57,861.02,58316,Hanna Nakato,13
MNT-0568,AST-100,2024-04-29,Routine Service,Auto Services Tanzania,Dar es Salaam,49733,"Routine Service - Fuel filter, Oil",Fuel filter|Oil,2,199.03,64.39,263.42,61498,Joshua Nsubuga,5
MNT-0569,AST-100,2024-11-21,Routine Service,Auto Services Tanzania,Dar es Salaam,36264,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter,4,116.56,146.12,262.67,50409,Solomon Kayitesi,5
MNT-0570,AST-100,2024-08-12,Repair,Auto Services Tanzania,Dar es Salaam,37414,"Repair - Radiator, Suspension parts",Radiator|Suspension parts,8,596.83,334.81,931.64,48052,Zainab Njoroge,12
MNT-0571,AST-101,2024-09-11,Routine Service,Auto Services Ethiopia,Dire Dawa,169564,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter,4,125.27,170.83,296.09,180974,Catherine Nsubuga,7
MNT-0572,AST-101,2024-01-19,Routine Service,Auto Services Ethiopia,Dire Dawa,167888,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter|Spark plugs|Oil,4,143.5,174.12,317.63,181511,Rose Salim,6
MNT-0573,AST-101,2024-05-16,Routine Service,Auto Services Ethiopia,Dire Dawa,163482,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter|Fuel filter,3,90.82,111.08,201.9,176850,Hassan Ochieng,5
MNT-0574,AST-101,2024-11-14,Routine Service,Auto Services Ethiopia,Dire Dawa,185184,"Routine Service - Engine oil filter, Air filter",Engine oil filter|Air filter|Oil,5,84.27,154.38,238.65,196980,Yohannes Mwinyi,8
MNT-0575,AST-102,2024-10-12,Routine Service,Auto Services Rwanda,Butare,142607,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Air filter|Oil,2,108.15,65.08,173.23,157073,Mulugeta Mugisha,5
MNT-0576,AST-102,2024-12-11,Routine Service,Auto Services Rwanda,Butare,124801,"Routine Service - Air filter, Oil",Air filter|Oil|Fuel filter|Spark plugs,2,98.77,99.34,198.11,136549,Hassan Juma,6
MNT-0577,AST-102,2025-02-14,Repair,Auto Services Rwanda,Butare,133053,Repair - Radiator,Radiator,10,500.44,388.62,889.06,146474,Grace Wasswa,13
MNT-0578,AST-102,2024-09-10,Emergency Repair,Auto Services Rwanda,Butare,141876,Emergency Repair - Fuel pump,Fuel pump,6,632.92,219.03,851.95,155987,Yusuf Akinyi,9
MNT-0579,AST-103,2024-04-08,Routine Service,Auto Services Rwanda,Cyangugu,14761,"Routine Service - Air filter, Oil",Air filter|Oil,3,162.2,123.48,285.67,25566,Faith Musoke,4
MNT-0580,AST-103,2024-06-09,Emergency Repair,Auto Services Rwanda,Cyangugu,20160,"Emergency Repair - Radiator hose, Starter motor",Radiator hose|Starter motor,12,317.41,458.49,775.9,30938,Elizabeth Bakari,15
MNT-0581,AST-103,2024-06-27,Routine Service,Auto Services Rwanda,Cyangugu,20941,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Engine oil filter,2,86.05,72.79,158.83,32664,Solomon Girma,3
MNT-0582,AST-104,2024-11-08,Emergency Repair,Auto Services Tanzania,Mbeya,27220,Emergency Repair - Starter motor,Starter motor,10,476.72,475.06,951.77,40704,Daniel Bekele,12
MNT-0583,AST-104,2024-08-07,Routine Service,Auto Services Tanzania,Mbeya,18163,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Oil|Spark plugs,2,130.74,75.72,206.47,31348,Mohammed Njoroge,3
MNT-0584,AST-104,2024-12-12,Routine Service,Auto Services Tanzania,Mbeya,29247,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Oil|Spark plugs,4,105.83,195.82,301.65,41158,Getachew Bekele,5
MNT-0585,AST-104,2024-03-04,Routine Service,Auto Services Tanzania,Mbeya,32210,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,2,181.46,71.05,252.51,44064,Beatrice Wanjiru,6
MNT-0586,AST-104,2024-09-09,Routine Service,Auto Services Tanzania,Mbeya,29616,"Routine Service - Fuel filter, Engine oil filter",Fuel filter|Engine oil filter,4,113.66,131.34,244.99,39841,Solomon Njoroge,5
MNT-0587,AST-105,2024-11-14,Routine Service,Auto Services Uganda,Kampala,216283,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter|Oil|Air filter,5,80.08,193.25,273.33,230316,Tigist Mwangi,8
MNT-0588,AST-105,2024-09-26,Repair,Auto Services Uganda,Kampala,210761,"Repair - Battery, Radiator",Battery|Radiator|Brake pads,4,342.23,191.06,533.29,221934,Innocent Kamau,5
MNT-0589,AST-105,2024-03-17,Routine Service,Auto Services Uganda,Kampala,179736,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter,2,151.29,97.74,249.03,194413,Rebecca Okello,6
MNT-0590,AST-105,2024-02-01,Routine Service,Auto Services Uganda,Kampala,182349,"Routine Service - Oil, Air filter",Oil|Air filter|Fuel filter|Engine oil filter,5,126.5,238.02,364.52,192988,John Wasswa,7
MNT-0591,AST-105,2024-12-03,Routine Service,Auto Services Uganda,Kampala,189319,"Routine Service - Oil, Fuel filter",Oil|Fuel filter,3,112.96,110.01,222.97,200300,Peter Bakari,6
MNT-0592,AST-106,2024-10-27,Routine Service,Auto Services Uganda,Gulu,185917,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Fuel filter|Oil,2,147.81,77.23,225.05,197832,Mulugeta Nalongo,6
MNT-0593,AST-106,2024-12-19,Routine Service,Auto Services Uganda,Gulu,161541,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,3,190.28,109.96,300.24,175720,Elizabeth Mukasa,6
MNT-0594,AST-106,2024-02-12,Routine Service,Auto Services Uganda,Gulu,154446,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Fuel filter,3,101.83,135.01,236.84,167408,Hassan Chebet,6
MNT-0595,AST-106,2024-10-15,Routine Service,Auto Services Uganda,Gulu,157649,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Oil|Engine oil filter,2,99.37,82.38,181.75,167732,Eric Nsubuga,6
MNT-0596,AST-107,2025-02-28,Routine Service,Auto Services Kenya,Eldoret,99771,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Fuel filter,5,134.43,208.04,342.47,114617,Samuel Mukamazimpaka,9
MNT-0597,AST-107,2024-04-08,Routine Service,Auto Services Kenya,Eldoret,73788,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter,3,111.52,132.74,244.26,85338,Aisha Mukamazimpaka,6
MNT-0598,AST-107,2024-04-16,Repair,Auto Services Kenya,Eldoret,106185,Repair - Suspension parts,Suspension parts,4,431.12,140.85,571.98,118116,Emmanuel Mukasa,8
MNT-0599,AST-107,2025-02-17,Routine Service,Auto Services Kenya,Eldoret,88658,"Routine Service - Air filter, Oil",Air filter|Oil|Spark plugs|Engine oil filter,2,138.67,96.75,235.42,98663,Sara Khamis,3
MNT-0600,AST-107,2024-11-01,Routine Service,Auto Services Kenya,Eldoret,110127,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter,4,183.48,172.37,355.85,123964,Innocent Desta,7
MNT-0601,AST-107,2024-05-06,Routine Service,Auto Services Kenya,Eldoret,87297,"Routine Service - Air filter, Spark plugs",Air filter|Spark plugs|Engine oil filter|Oil,5,120.52,229.56,350.09,101450,Joseph Kebede,8
MNT-0602,AST-107,2024-03-09,Routine Service,Auto Services Kenya,Eldoret,89576,"Routine Service - Oil, Air filter",Oil|Air filter|Engine oil filter|Fuel filter,3,109.93,139.84,249.77,100724,Grace Rashid,5
MNT-0603,AST-107,2024-11-08,Routine Service,Auto Services Kenya,Eldoret,78775,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter|Fuel filter|Engine oil filter,2,82.88,95.17,178.05,93012,Marie Abebe,6
MNT-0604,AST-108,2024-01-19,Routine Service,Auto Services Uganda,Gulu,192062,"Routine Service - Air filter, Oil",Air filter|Oil|Fuel filter,4,184.91,126.14,311.05,203104,Sarah Tesfaye,6
MNT-0605,AST-108,2024-11-19,Repair,Auto Services Uganda,Gulu,165552,Repair - Radiator,Radiator,5,579.49,165.06,744.55,176022,Hassan Hassan,8
MNT-0606,AST-108,2024-06-09,Routine Service,Auto Services Uganda,Gulu,166333,"Routine Service - Spark plugs, Engine oil filter",Spark plugs|Engine oil filter,4,180.43,153.55,333.99,181234,Hassan Mugisha,8
MNT-0607,AST-108,2024-10-02,Repair,Auto Services Uganda,Gulu,195480,Repair - Alternator,Alternator,7,253.84,265.96,519.8,209109,Emmanuel Hassan,9
MNT-0608,AST-109,2024-12-11,Repair,Auto Services Kenya,Eldoret,138629,"Repair - Brake pads, Radiator",Brake pads|Radiator|Battery,9,533.3,420.77,954.06,150762,Faith Wasswa,12
MNT-0609,AST-109,2024-07-06,Routine Service,Auto Services Kenya,Eldoret,139316,"Routine Service - Fuel filter, Air filter",Fuel filter|Air filter|Engine oil filter,5,160.62,175.9,336.52,151817,Mohammed Mwinyi,6
MNT-0610,AST-109,2024-01-31,Routine Service,Auto Services Kenya,Eldoret,146804,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Engine oil filter|Air filter,4,135.11,144.64,279.75,161511,James Musoke,6
MNT-0611,AST-109,2024-09-08,Repair,Auto Services Kenya,Eldoret,140968,"Repair - Suspension parts, Battery",Suspension parts|Battery,5,473.33,172.75,646.08,151637,Francis Otieno,8
MNT-0612,AST-109,2024-11-06,Routine Service,Auto Services Kenya,Eldoret,143174,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter,2,160.49,99.32,259.81,153978,Fatuma Niyonzima,3
MNT-0613,AST-109,2024-11-08,Emergency Repair,Auto Services Kenya,Eldoret,134692,"Emergency Repair - Starter motor, Radiator hose",Starter motor|Radiator hose,11,529.56,391.95,921.52,145070,Beatrice Kimani,13
MNT-0614,AST-109,2024-08-22,Routine Service,Auto Services Kenya,Eldoret,148381,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil,5,142.1,197.23,339.34,160035,Joseph Niyonzima,7
MNT-0615,AST-110,2024-03-08,Routine Service,Auto Services Uganda,Jinja,144432,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Air filter|Fuel filter,4,97.22,149.36,246.58,155459,Mulugeta Nakato,6
MNT-0616,AST-110,2024-06-07,Routine Service,Auto Services Uganda,Jinja,106443,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Oil|Air filter,2,115.78,64.64,180.42,120646,Getachew Wanjiru,3
MNT-0617,AST-110,2025-02-22,Routine Service,Auto Services Uganda,Jinja,111692,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Oil,4,134.63,154.03,288.66,125863,John Salim,5
MNT-0618,AST-111,2024-04-12,Routine Service,Auto Services Ethiopia,Bahir Dar,17885,"Routine Service - Fuel filter, Oil",Fuel filter|Oil|Engine oil filter,3,196.46,110.56,307.02,31267,Almaz Korir,7
MNT-0619,AST-111,2024-02-27,Routine Service,Auto Services Ethiopia,Bahir Dar,23609,"Routine Service - Oil, Air filter",Oil|Air filter,5,115.19,243.4,358.6,35509,Dawit Habimana,9
MNT-0620,AST-111,2024-07-21,Repair,Auto Services Ethiopia,Bahir Dar,17720,"Repair - Suspension parts, Battery",Suspension parts|Battery,9,504.26,388.49,892.75,31973,Christine Mugisha,11
MNT-0621,AST-111,2024-01-31,Routine Service,Auto Services Ethiopia,Bahir Dar,12802,"Routine Service - Air filter, Engine oil filter",Air filter|Engine oil filter|Spark plugs,2,123.17,89.28,212.46,27003,Elizabeth Juma,3
MNT-0622,AST-111,2024-06-19,Routine Service,Auto Services Ethiopia,Bahir Dar,27422,"Routine Service - Oil, Engine oil filter",Oil|Engine oil filter|Spark plugs,2,176.26,94.67,270.93,38846,Yusuf Korir,5
MNT-0623,AST-112,2024-09-26,Routine Service,Auto Services Tanzania,Dodoma,129251,"Routine Service - Spark plugs, Oil",Spark plugs|Oil,4,179.3,142.59,321.88,141113,Meseret Omari,7
MNT-0624,AST-112,2025-01-10,Routine Service,Auto Services Tanzania,Dodoma,154714,"Routine Service - Air filter, Fuel filter",Air filter|Fuel filter|Spark plugs|Oil,4,96.49,131.49,227.98,167586,Samuel Ssemakula,7
MNT-0625,AST-112,2025-01-21,Routine Service,Auto Services Tanzania,Dodoma,144912,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter,3,98.3,134.09,232.4,157329,Dawit Tadesse,5
MNT-0626,AST-112,2025-02-24,Emergency Repair,Auto Services Tanzania,Dodoma,157089,Emergency Repair - Starter motor,Starter motor,11,339.64,432.63,772.26,169117,Patrick Hassan,15
MNT-0627,AST-112,2024-05-09,Routine Service,Auto Services Tanzania,Dodoma,124682,"Routine Service - Oil, Fuel filter",Oil|Fuel filter,5,130.01,175.18,305.19,139327,Hanna Babirye,6
MNT-0628,AST-112,2024-07-22,Repair,Auto Services Tanzania,Dodoma,151677,Repair - Suspension parts,Suspension parts,8,401.68,303.6,705.28,165775,Yusuf Chebet,11
MNT-0629,AST-113,2024-01-03,Routine Service,Auto Services Rwanda,Kigali,42257,"Routine Service - Oil, Air filter",Oil|Air filter|Engine oil filter,2,190.28,78.24,268.52,54615,John Kimani,5
MNT-0630,AST-113,2024-05-17,Routine Service,Auto Services Rwanda,Kigali,41278,"Routine Service - Air filter, Oil",Air filter|Oil,3,155.62,108.67,264.29,56145,Meseret Nsengimana,6
MNT-0631,AST-113,2025-01-24,Routine Service,Auto Services Rwanda,Kigali,44407,"Routine Service - Engine oil filter, Oil",Engine oil filter|Oil|Fuel filter,5,158.76,159.52,318.28,57573,Getachew Kimani,8
MNT-0632,AST-113,2024-10-05,Routine Service,Auto Services Rwanda,Kigali,41241,"Routine Service - Spark plugs, Fuel filter",Spark plugs|Fuel filter|Engine oil filter,3,154.85,108.84,263.69,52622,John Njoroge,6
MNT-0633,AST-113,2024-07-27,Routine Service,Auto Services Rwanda,Kigali,12188,"Routine Service - Engine oil filter, Spark plugs",Engine oil filter|Spark plugs|Fuel filter|Air filter,4,106.46,199.92,306.38,25427,Catherine Bekele,5
MNT-0634,AST-113,2024-07-08,Routine Service,Auto Services Rwanda,Kigali,9977,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Oil,4,122.52,121.25,243.77,22373,Elizabeth Wanjiru,8
MNT-0635,AST-113,2024-07-17,Routine Service,Auto Services Rwanda,Kigali,8122,"Routine Service - Air filter, Oil",Air filter|Oil,2,114.26,88.7,202.96,22820,Paul Tesfaye,6
MNT-0636,AST-113,2024-12-19,Repair,Auto Services Rwanda,Kigali,27261,"Repair - Brake pads, Radiator",Brake pads|Radiator,7,552.5,256.09,808.59,39324,Francis Musoke,10
MNT-0637,AST-114,2024-04-14,Repair,Auto Services Uganda,Mbarara,195391,"Repair - Brake pads, Alternator",Brake pads|Alternator|Suspension parts,5,238.07,246.36,484.43,207034,Patrick Uwimana,8
MNT-0638,AST-114,2024-01-05,Routine Service,Auto Services Uganda,Mbarara,167912,"Routine Service - Air filter, Oil",Air filter|Oil|Fuel filter|Spark plugs,3,116.03,90.94,206.97,181508,Mohammed Uwimana,7
MNT-0639,AST-114,2024-02-27,Repair,Auto Services Uganda,Mbarara,168267,"Repair - Suspension parts, Radiator",Suspension parts|Radiator|Brake pads,4,397.96,163.75,561.71,182254,Jean Omari,5
MNT-0640,AST-114,2024-03-07,Routine Service,Auto Services Uganda,Mbarara,168263,"Routine Service - Air filter, Oil",Air filter|Oil|Engine oil filter,5,195.42,203.73,399.15,178475,Almaz Ochieng,7
MNT-0641,AST-114,2024-08-28,Repair,Auto Services Uganda,Mbarara,188340,"Repair - Battery, Radiator",Battery|Radiator|Suspension parts,4,475.88,128.67,604.55,200457,Daniel Akinyi,6
MNT-0642,AST-114,2025-01-19,Routine Service,Auto Services Uganda,Mbarara,173512,"Routine Service - Spark plugs, Air filter",Spark plugs|Air filter,3,167.55,135.89,303.44,184089,Samuel Tadesse,7
MNT-0643,AST-114,2024-12-31,Routine Service,Auto Services Uganda,Mbarara,170083,"Routine Service - Oil, Spark plugs",Oil|Spark plugs,3,193.19,110.62,303.81,183889,Yohannes Kamau,4
MNT-0644,AST-115,2025-02-02,Repair,Auto Services Tanzania,Dodoma,133041,"Repair - Battery, Suspension parts",Battery|Suspension parts,5,480.35,246.04,726.4,145062,Sarah Kayitesi,7
MNT-0645,AST-115,2024-06-23,Emergency Repair,Auto Services Tanzania,Dodoma,162817,Emergency Repair - Radiator hose,Radiator hose,5,480.81,180.92,661.73,175593,Claude Kimani,9
MNT-0646,AST-115,2024-12-13,Routine Service,Auto Services Tanzania,Dodoma,127609,"Routine Service - Fuel filter, Spark plugs",Fuel filter|Spark plugs|Oil|Engine oil filter,4,163.85,123.62,287.48,137811,John Rashid,6
MNT-0647,AST-115,2024-02-23,Routine Service,Auto Services Tanzania,Dodoma,148273,"Routine Service - Spark plugs, Oil",Spark plugs|Oil|Fuel filter,2,127.91,65.95,193.86,160497,Paul Habimana,6
MNT-0648,AST-115,2024-07-14,Routine Service,Auto Services Tanzania,Dodoma,126336,"Routine Service - Engine oil filter, Fuel filter",Engine oil filter|Fuel filter|Air filter,5,95.63,153.45,249.08,136512,Marie Desta,9
MNT-0649,AST-115,2025-02-04,Repair,Auto Services Tanzania,Dodoma,162038,"Repair - Radiator, Battery",Radiator|Battery|Suspension parts,4,216.2,133.39,349.59,175418,Ibrahim Ochieng,7
MNT-0650,AST-115,2024-08-12,Routine Service,Auto Services Tanzania,Dodoma,143042,"Routine Service - Air filter, Oil",Air filter|Oil|Fuel filter|Engine oil filter,2,151.65,98.95,250.6,156463,Almaz Girma,3
MNT-0651,AST-116,2024-07-16,Routine Service,Auto Services Uganda,Kampala,40014,"Routine Service - Oil, Air filter",Oil|Air filter,2,95.86,79.12,174.98,52585,Rebecca Wanjiru,3
MNT-0652,AST-116,2024-02-13,Repair,Auto Services Uganda,Kampala,28582,"Repair - Radiator, Battery",Radiator|Battery,10,205.35,359.53,564.87,43153,Sara Rashid,12
MNT-0653,AST-116,2024-09-11,Routine Service,Auto Services Uganda,Kampala,6287,"Routine Service - Oil, Spark plugs",Oil|Spark plugs|Fuel filter|Engine oil filter,2,173.8,73.43,247.23,16781,Hassan Mwinyi,3
MNT-0654,AST-116,2024-06-05,Routine Service,Auto Services Uganda,Kampala,31659,"Routine Service - Oil, Fuel filter",Oil|Fuel filter|Air filter,2,194.0,70.35,264.35,43066,Fatuma Abebe,5
