trip_id,asset_id,driver_id,trip_date,origin_country,origin_city,destination_country,destination_city,product_type,product_description,quantity_kg,quantity_units,client_name,client_type,planned_departure,actual_departure,planned_arrival,actual_arrival,distance_km,fuel_consumed_liters,trip_status,revenue_usd,trip_cost_usd,delay_hours,delay_reason
TRP-0086,AST-012,DRV-065,2024-03-13,Tanzania,Arusha,Uganda,Entebbe,Beverages,Soft drinks,1141,764,Telecom Solutions Kenya,Healthcare,2024-03-13 07:45:03,2024-03-13 08:06:03,2024-03-13 17:12:15,2024-03-13 17:29:08,491,85.9,Completed,205.38,328.48,0,None
TRP-0087,AST-115,DRV-054,2025-01-25,Tanzania,Dodoma,Ethiopia,Dire Dawa,Construction,Cement and building materials,1243,888,AgriExport Uganda,E-commerce,2025-01-25 07:30:36,2025-01-25 07:49:36,2025-01-26 02:36:09,2025-01-26 02:50:18,876,146.8,Completed,149.16,600.94,0,None
TRP-0088,AST-055,DRV-077,2024-10-19,Rwanda,Gisenyi,Rwanda,Kigali,Telecommunications,Mobile phones,856,1118,FoodDistributors Kenya,Wholesale,2024-10-19 08:00:29,2024-10-19 07:52:29,2024-10-19 18:37:16,2024-10-19 20:29:04,687,113.4,Completed,342.4,433.41,1.9,Weather conditions
TRP-0089,AST-068,DRV-118,2025-02-17,Uganda,Gulu,Uganda,Gulu,Electronics,Home appliances,679,899,Construction Supplies Kenya,E-commerce,2025-02-17 06:45:32,2025-02-17 06:46:32,2025-02-17 09:14:17,2025-02-17 11:35:39,117,22.2,Completed,237.65,70.44,2.4,Vehicle maintenance issue
TRP-0090,AST-018,DRV-029,2024-07-27,Kenya,Kisumu,Kenya,Nairobi,Textiles,Fashion accessories,931,341,Agricultural Traders Ethiopia,Wholesale,2024-07-27 06:45:36,2024-07-27 07:30:36,2024-07-27 16:52:57,2024-07-27 20:08:26,531,92.5,Completed,204.82,332.1,3.3,Fuel shortage
TRP-0091,AST-048,DRV-034,2024-02-28,Kenya,Nakuru,Kenya,Nairobi,Beverages,Soft drinks,4984,88,HealthCare Solutions Rwanda,Healthcare,2024-02-28 08:00:16,2024-02-28 08:00:16,2024-02-28 20:45:19,2024-02-28 23:28:31,767,149.6,Completed,897.12,469.41,2.7,Fuel shortage
TRP-0092,AST-004,DRV-078,2024-03-13,Tanzania,Mwanza,Ethiopia,Bahir Dar,Beverages,Soft drinks,1729,642,AutoParts Plus Rwanda,NGO,2024-03-13 04:00:29,2024-03-13 04:44:29,2024-03-13 15:58:12,2024-03-13 16:51:00,742,134.2,Completed,311.22,496.0,0.9,Security checkpoint
TRP-0093,AST-097,DRV-130,2024-09-18,Kenya,Eldoret,Kenya,Kisumu,FMCG,Snacks and confectionery,3326,336,Construction Supplies Kenya,Manufacturing,2024-09-18 06:45:32,2024-09-18 06:43:32,2024-09-18 18:54:48,2024-09-18 19:17:50,769,119.8,Completed,831.5,547.98,0,None
TRP-0094,AST-003,DRV-105,2024-12-28,Kenya,Kisumu,Kenya,Nakuru,Industrial,Raw materials,4344,54,Industrial Suppliers Tanzania,Retail,2024-12-28 04:00:58,2024-12-28 04:28:58,2024-12-28 17:20:00,2024-12-28 17:32:11,687,111.8,Completed,434.4,466.51,0,None
TRP-0095,AST-076,DRV-041,2024-11-28,Kenya,Nairobi,Ethiopia,Addis Ababa,Construction,Electrical fittings,1003,842,PharmaCare Kenya,Government,2024-11-28 04:45:42,2024-11-28 04:53:42,2024-11-28 13:05:50,2024-11-28 14:59:05,417,69.3,Completed,120.36,238.92,1.9,Traffic congestion
TRP-0096,AST-044,DRV-001,2025-02-21,Uganda,Entebbe,Uganda,Gulu,Construction,Cement and building materials,4305,478,Industrial Suppliers Tanzania,E-commerce,2025-02-21 07:00:05,2025-02-21 07:40:05,2025-02-21 15:02:10,2025-02-21 15:05:16,400,66.8,Completed,516.6,266.06,0,None
TRP-0097,AST-070,DRV-047,2024-10-16,Kenya,Mombasa,Uganda,Jinja,Industrial,Industrial chemicals,5752,611,Industrial Suppliers Uganda,Manufacturing,2024-10-16 08:30:26,2024-10-16 08:58:26,2024-10-16 16:56:42,2024-10-17 02:04:22,447,69.7,Completed,575.2,302.73,9.1,Driver rest period
TRP-0098,AST-098,DRV-044,2024-08-09,Kenya,Eldoret,Kenya,Kisumu,Telecommunications,Mobile phones,3155,146,AgriExport Kenya,NGO,2024-08-09 08:45:50,2024-08-09 08:50:50,2024-08-09 22:08:51,2024-08-10 02:04:14,630,97.1,Completed,1262.0,399.03,3.9,Fuel shortage
TRP-0099,AST-048,DRV-034,2024-02-08,Kenya,Kisumu,Kenya,Nairobi,Electronics,Audio equipment,3266,734,Fashion Retail Tanzania,Healthcare,2024-02-08 04:45:05,2024-02-08 04:45:05,2024-02-08 13:57:59,2024-02-08 13:59:09,453,84.6,Completed,1143.1,293.62,0,None
TRP-0100,AST-057,DRV-031,2024-08-12,Uganda,Mbarara,Uganda,Kampala,Electronics,Audio equipment,3598,311,BuildMart Kenya,NGO,2024-08-12 04:30:59,2024-08-12 04:54:59,2024-08-12 14:41:39,2024-08-12 16:16:59,652,119.8,Completed,1259.3,365.57,1.6,Traffic congestion
TRP-0101,AST-109,DRV-047,2025-01-20,Kenya,Eldoret,Tanzania,Dodoma,Automotive,Car electronics,4373,257,Export Corp Ethiopia,Government,2025-01-20 07:30:04,2025-01-20 07:52:04,2025-01-20 15:48:23,2025-01-20 18:04:35,453,73.3,Completed,1224.44,279.99,2.3,Client unavailable
TRP-0102,AST-029,DRV-105,2024-11-22,Kenya,Nakuru,Kenya,Eldoret,Beverages,Bottled water,3025,140,Construction Supplies Uganda,E-commerce,2024-11-22 06:45:42,2024-11-22 07:02:42,2024-11-22 12:59:04,2024-11-22 14:53:52,330,63.2,Completed,544.5,203.33,1.9,Unloading delay at destination
TRP-0103,AST-085,DRV-113,2024-07-07,Tanzania,Mwanza,Tanzania,Mbeya,Telecommunications,Mobile phones,3889,450,FoodDistributors Kenya,Wholesale,2024-07-07 04:30:39,2024-07-07 04:27:39,2024-07-07 12:08:47,2024-07-07 12:14:46,406,73.9,Completed,1555.6,301.45,0,None
TRP-0104,AST-004,DRV-078,2024-11-11,Tanzania,Mwanza,Tanzania,Dar es Salaam,Beverages,Bottled water,1234,521,Trade Partners Rwanda,Healthcare,2024-11-11 05:45:33,2024-11-11 06:17:33,2024-11-11 14:20:25,2024-11-11 14:14:26,418,67.0,Completed,222.12,206.76,0,None
TRP-0105,AST-007,DRV-053,2024-07-02,Tanzania,Mwanza,Tanzania,Mwanza,Industrial,Raw materials,2870,457,Industrial Suppliers Uganda,Manufacturing,2024-07-02 05:15:34,2024-07-02 05:56:34,2024-07-02 08:10:47,2024-07-02 09:17:55,86,16.2,Completed,287.0,50.65,1.1,Unloading delay at destination
TRP-0106,AST-061,DRV-125,2024-02-21,Rwanda,Butare,Rwanda,Kigali,Construction,Steel and metal products,1089,541,Telecom Solutions Uganda,Government,2024-02-21 05:45:51,2024-02-21 06:26:51,2024-02-21 17:10:27,2024-02-21 16:48:18,581,109.9,Completed,130.68,404.48,0,None
TRP-0107,AST-077,DRV-018,2024-06-11,Tanzania,Mwanza,Uganda,Mbarara,Textiles,Bedding and linens,3599,159,PharmaCare Kenya,Government,2024-06-11 08:45:44,2024-06-11 08:43:44,2024-06-11 22:59:07,2024-06-11 23:06:01,658,125.3,Completed,791.78,478.48,0,None
TRP-0108,AST-097,DRV-130,2025-01-19,Kenya,Eldoret,Kenya,Kisumu,Construction,Electrical fittings,4849,1020,MediSupply Tanzania,Government,2025-01-19 07:00:16,2025-01-19 06:58:16,2025-01-19 22:44:29,2025-01-19 22:28:33,795,149.2,Completed,581.88,496.54,0,None
TRP-0109,AST-070,DRV-047,2024-03-21,Kenya,Nairobi,Kenya,Nairobi,Textiles,Fashion accessories,4207,521,Electronics Hub Tanzania,Retail,2024-03-21 07:30:14,2024-03-21 07:42:14,2024-03-21 09:17:54,2024-03-21 09:36:10,55,10.0,Completed,925.54,31.68,0,None
TRP-0110,AST-044,DRV-001,2024-04-29,Uganda,Jinja,Rwanda,Cyangugu,Telecommunications,Mobile phones,3219,251,Telecom Solutions Tanzania,E-commerce,2024-04-29 06:00:15,2024-04-29 06:19:15,2024-04-29 16:25:18,2024-04-29 16:10:18,546,89.2,Completed,1287.6,383.8,0,None
TRP-0111,AST-119,DRV-022,2024-04-07,Ethiopia,Bahir Dar,Kenya,Kisumu,Textiles,Footwear,6355,880,Electronics Hub Tanzania,Retail,2024-04-07 07:15:31,2024-04-07 07:55:31,2024-04-07 14:33:08,2024-04-07 14:15:44,424,79.2,Completed,1398.1,283.11,0,None
TRP-0112,AST-028,DRV-092,2024-08-27,Kenya,Nairobi,Kenya,Mombasa,Automotive,Car electronics,7490,971,Telecom Solutions Uganda,Government,2024-08-27 06:15:56,2024-08-27 06:36:56,2024-08-27 11:08:09,2024-08-27 11:08:08,230,38.4,Completed,2097.2,129.55,0,None
TRP-0113,AST-031,DRV-013,2024-08-05,Rwanda,Cyangugu,Rwanda,Cyangugu,Electronics,Smartphones and tablets,734,726,AgriExport Uganda,E-commerce,2024-08-05 05:45:10,2024-08-05 05:34:10,2024-08-05 07:59:17,2024-08-05 07:49:01,98,15.2,Completed,256.9,56.54,0,None
TRP-0114,AST-025,DRV-031,2024-03-28,Uganda,Entebbe,Uganda,Mbarara,Beverages,Soft drinks,3405,192,Industrial Suppliers Uganda,Manufacturing,2024-03-28 05:15:52,2024-03-28 05:18:52,2024-03-28 12:49:43,2024-03-28 13:35:42,490,89.3,Completed,612.9,316.79,0.8,Unloading delay at destination
TRP-0115,AST-066,DRV-021,2024-02-26,Tanzania,Dodoma,Ethiopia,Dire Dawa,Pharmaceuticals,Prescription medications,3966,1022,Fashion Retail Kenya,E-commerce,2024-02-26 08:15:06,2024-02-26 08:32:06,2024-02-27 00:58:27,2024-02-27 03:48:41,1035,165.9,Completed,4759.2,590.85,2.8,Vehicle maintenance issue
TRP-0116,AST-095,DRV-005,2024-06-17,Rwanda,Ruhengeri,Rwanda,Kigali,FMCG,Household cleaning items,1477,659,FoodDistributors Kenya,Wholesale,2024-06-17 07:15:29,2024-06-17 07:11:29,2024-06-17 14:13:02,2024-06-17 14:37:41,379,71.8,Completed,369.25,242.0,0,None
TRP-0117,AST-055,DRV-077,2024-01-23,Rwanda,Butare,Rwanda,Cyangugu,Textiles,Clothing and fabrics,1758,892,BuildMart Uganda,Healthcare,2024-01-23 06:00:37,2024-01-23 06:33:37,2024-01-23 13:07:56,2024-01-23 13:02:32,324,61.7,Completed,386.76,178.03,0,None
TRP-0118,AST-008,DRV-031,2024-01-14,Uganda,Gulu,Uganda,Gulu,Agricultural,Grain and cereals,3187,563,Beverage Distributors Kenya,E-commerce,2024-01-14 05:30:53,2024-01-14 05:57:53,2024-01-14 08:40:18,2024-01-14 10:24:26,140,23.1,Completed,478.05,85.89,1.7,Unloading delay at destination
TRP-0119,AST-072,DRV-039,2024-05-22,Kenya,Nairobi,Kenya,Mombasa,Textiles,Clothing and fabrics,6221,394,Global Supply Kenya,Wholesale,2024-05-22 06:15:30,2024-05-22 06:28:30,2024-05-22 10:04:23,2024-05-22 10:27:57,211,36.4,Completed,1368.62,113.81,0,None
TRP-0120,AST-108,DRV-116,2024-11-21,Uganda,Kampala,Uganda,Jinja,Beverages,Soft drinks,3424,149,Industrial Suppliers Uganda,Manufacturing,2024-11-21 05:30:14,2024-11-21 06:13:14,2024-11-21 13:01:36,2024-11-21 15:15:38,406,73.7,Completed,616.32,268.86,2.2,Traffic congestion
TRP-0121,AST-067,DRV-060,2024-04-22,Rwanda,Butare,Kenya,Nakuru,Telecommunications,Mobile phones,1069,438,BuildMart Rwanda,Government,2024-04-22 08:45:01,2024-04-22 09:30:01,2024-04-22 22:04:16,2024-04-23 00:57:10,824,164.1,Completed,427.6,478.24,2.9,Documentation issue
TRP-0122,AST-028,DRV-092,2024-04-18,Kenya,Kisumu,Kenya,Kisumu,Electronics,Smartphones and tablets,7264,667,Industrial Suppliers Ethiopia,Retail,2024-04-18 08:15:12,2024-04-18 08:16:12,2024-04-18 10:38:30,2024-04-18 10:50:17,63,10.5,Completed,2542.4,43.26,0,None
TRP-0123,AST-108,DRV-116,2024-06-19,Uganda,Jinja,Ethiopia,Addis Ababa,Construction,Cement and building materials,7063,833,Industrial Suppliers Ethiopia,Retail,2024-06-19 08:00:00,2024-06-19 07:59:00,2024-06-20 02:45:09,2024-06-20 02:33:41,876,143.4,Completed,847.56,576.1,0,None
TRP-0124,AST-029,DRV-105,2024-01-31,Kenya,Kisumu,Kenya,Nakuru,Agricultural,Coffee beans,5432,958,Telecom Solutions Kenya,E-commerce,2024-01-31 05:30:29,2024-01-31 05:35:29,2024-01-31 14:44:20,2024-01-31 23:55:24,536,98.7,Completed,814.8,370.69,9.2,Driver rest period
TRP-0125,AST-070,DRV-047,2024-06-18,Kenya,Eldoret,Kenya,Mombasa,Agricultural,Grain and cereals,4084,425,Export Corp Ethiopia,Government,2024-06-18 04:45:42,2024-06-18 04:34:42,2024-06-18 08:32:40,2024-06-18 08:58:57,206,39.7,Completed,612.6,134.13,0,None
TRP-0126,AST-098,DRV-044,2025-02-11,Kenya,Nairobi,Kenya,Nakuru,Textiles,Bedding and linens,3045,551,Agricultural Traders Ethiopia,Wholesale,2025-02-11 08:15:27,2025-02-11 08:19:27,2025-02-11 15:51:03,2025-02-11 15:33:08,380,60.4,Completed,669.9,267.45,0,None
TRP-0127,AST-107,DRV-004,2024-07-03,Kenya,Nakuru,Kenya,Eldoret,Industrial,Processing equipment,3002,1037,Beverage Distributors Kenya,E-commerce,2024-07-03 07:00:58,2024-07-03 07:33:58,2024-07-03 18:12:23,2024-07-03 20:54:33,590,105.9,Completed,300.2,347.23,2.7,Client unavailable
TRP-0128,AST-042,DRV-053,2024-10-14,Tanzania,Arusha,Tanzania,Dodoma,Agricultural,Tea leaves,2449,76,Electronics Hub Uganda,NGO,2024-10-14 06:45:52,2024-10-14 06:55:52,2024-10-14 19:56:47,2024-10-14 19:49:11,712,124.2,Completed,367.35,470.25,0,None
TRP-0129,AST-119,DRV-022,2024-07-28,Ethiopia,Addis Ababa,Ethiopia,Bahir Dar,Pharmaceuticals,Prescription medications,6621,572,Electronics Hub Uganda,Retail,2024-07-28 07:30:49,2024-07-28 07:59:49,2024-07-28 22:57:09,2024-07-28 23:11:18,721,134.4,Completed,7945.2,496.26,0,None
TRP-0130,AST-035,DRV-015,2024-11-19,Uganda,Entebbe,Uganda,Gulu,Pharmaceuticals,Surgical equipment,1281,380,Telecom Solutions Kenya,Healthcare,2024-11-19 04:45:43,2024-11-19 04:55:43,2024-11-19 11:24:05,2024-11-19 14:50:29,319,60.8,Completed,1537.2,220.55,3.4,Weather conditions
TRP-0131,AST-110,DRV-028,2024-09-13,Uganda,Gulu,Uganda,Gulu,FMCG,Packaged foods and beverages,5814,342,Telecom Solutions Tanzania,E-commerce,2024-09-13 05:45:47,2024-09-13 06:14:47,2024-09-13 08:14:00,2024-09-13 09:14:12,145,28.4,Completed,1453.5,98.74,1.0,Loading delay at origin
TRP-0132,AST-081,DRV-122,2024-12-01,Uganda,Entebbe,Uganda,Entebbe,Pharmaceuticals,Prescription medications,3303,1079,HealthCare Solutions Rwanda,Healthcare,2024-12-01 08:15:53,2024-12-01 08:11:53,2024-12-01 10:17:36,2024-12-01 12:11:30,107,16.8,Completed,3963.6,67.79,1.9,Weather conditions
TRP-0133,AST-060,DRV-140,2024-11-15,Rwanda,Butare,Rwanda,Kigali,Automotive,Vehicle parts and accessories,3001,750,BuildMart Kenya,NGO,2024-11-15 05:45:32,2024-11-15 06:01:32,2024-11-15 20:51:12,2024-11-15 22:36:04,799,129.2,Completed,840.28,430.1,1.7,Traffic congestion
TRP-0134,AST-076,DRV-041,2025-02-09,Kenya,Eldoret,Rwanda,Ruhengeri,Beverages,Alcoholic beverages,1076,739,Beverage Distributors Rwanda,Healthcare,2025-02-09 06:15:51,2025-02-09 07:00:51,2025-02-10 01:39:35,2025-02-10 01:13:01,1102,199.1,Completed,193.68,611.37,0,None
TRP-0135,AST-116,DRV-122,2024-08-21,Uganda,Entebbe,Uganda,Kampala,Telecommunications,Cables and accessories,5181,804,AutoParts Plus Rwanda,Manufacturing,2024-08-21 08:45:45,2024-08-21 09:12:45,2024-08-21 21:01:07,2024-08-21 21:27:38,686,125.1,Completed,2072.4,499.55,0,None
TRP-0136,AST-059,DRV-048,2025-02-17,Uganda,Entebbe,Uganda,Gulu,Industrial,Manufacturing machinery,4442,1025,Beverage Distributors Tanzania,NGO,2025-02-17 07:30:07,2025-02-17 07:53:07,2025-02-17 14:19:07,2025-02-17 14:41:41,302,48.9,Completed,444.2,161.69,0,None
TRP-0137,AST-051,DRV-098,2024-09-11,Kenya,Eldoret,Ethiopia,Dire Dawa,Beverages,Soft drinks,5484,1157,Fashion Retail Uganda,Healthcare,2024-09-11 05:15:15,2024-09-11 05:48:15,2024-09-11 22:44:03,2024-09-11 22:15:48,898,140.5,Completed,987.12,520.58,0,None
TRP-0138,AST-013,DRV-048,2024-05-23,Uganda,Gulu,Kenya,Mombasa,Telecommunications,SIM cards,5171,731,FoodDistributors Kenya,Wholesale,2024-05-23 06:45:25,2024-05-23 07:28:25,2024-05-23 16:38:43,2024-05-23 17:06:42,532,94.1,Completed,2068.4,306.64,0,None
TRP-0139,AST-019,DRV-071,2024-05-28,Kenya,Kisumu,Uganda,Kampala,Industrial,Raw materials,6057,691,PharmaCare Tanzania,Wholesale,2024-05-28 06:00:32,2024-05-28 06:22:32,2024-05-28 12:24:12,2024-05-28 12:19:38,403,65.5,Completed,605.7,290.38,0,None
TRP-0140,AST-057,DRV-031,2024-03-05,Uganda,Mbarara,Uganda,Gulu,Electronics,Audio equipment,4251,657,Electronics Hub Kenya,Retail,2024-03-05 07:15:24,2024-03-05 07:38:24,2024-03-05 19:35:57,2024-03-05 19:54:01,711,117.4,Completed,1487.85,419.24,0,None
TRP-0141,AST-097,DRV-130,2024-12-18,Kenya,Eldoret,Kenya,Mombasa,Beverages,Alcoholic beverages,4365,170,Industrial Suppliers Kenya,Manufacturing,2024-12-18 05:15:42,2024-12-18 05:44:42,2024-12-18 14:05:18,2024-12-18 14:26:42,356,58.4,Completed,785.7,240.21,0,None
TRP-0142,AST-084,DRV-133,2024-03-22,Tanzania,Arusha,Tanzania,Dodoma,Construction,Electrical fittings,4502,1131,Electronics Hub Tanzania,NGO,2024-03-22 05:45:06,2024-03-22 05:36:06,2024-03-22 15:27:14,2024-03-22 15:49:11,489,96.2,Completed,540.24,318.91,0,None
TRP-0143,AST-042,DRV-053,2024-12-01,Tanzania,Dodoma,Tanzania,Arusha,Pharmaceuticals,Prescription medications,5726,450,Telecom Solutions Kenya,Healthcare,2024-12-01 08:00:35,2024-12-01 08:28:35,2024-12-01 19:19:06,2024-12-01 19:29:52,570,108.5,Completed,6871.2,343.6,0,None
TRP-0144,AST-101,DRV-109,2024-08-30,Ethiopia,Addis Ababa,Uganda,Mbarara,Automotive,Tires and batteries,1577,551,BuildMart Kenya,NGO,2024-08-30 05:45:24,2024-08-30 06:01:24,2024-08-30 18:01:51,2024-08-30 18:11:01,643,115.6,Completed,441.56,457.87,0,None
TRP-0145,AST-022,DRV-140,2024-12-03,Rwanda,Ruhengeri,Rwanda,Ruhengeri,Construction,Cement and building materials,3311,219,HealthCare Solutions Rwanda,Healthcare,2024-12-03 08:15:45,2024-12-03 08:01:45,2024-12-03 11:03:19,2024-12-03 10:49:45,112,18.3,Completed,397.32,63.99,0,None
TRP-0146,AST-116,DRV-122,2024-09-04,Uganda,Jinja,Uganda,Kampala,Construction,Cement and building materials,4659,880,Industrial Suppliers Tanzania,E-commerce,2024-09-04 08:45:08,2024-09-04 08:34:08,2024-09-04 19:33:46,2024-09-04 19:52:54,603,100.9,Completed,559.08,349.78,0,None
TRP-0147,AST-109,DRV-047,2024-12-03,Kenya,Eldoret,Kenya,Nairobi,Telecommunications,SIM cards,3907,301,FoodDistributors Tanzania,E-commerce,2024-12-03 08:15:18,2024-12-03 08:41:18,2024-12-03 14:26:55,2024-12-03 15:19:32,331,63.8,Completed,1562.8,245.56,0.9,Traffic congestion
TRP-0148,AST-101,DRV-109,2024-03-28,Ethiopia,Addis Ababa,Ethiopia,Addis Ababa,Telecommunications,Cables and accessories,1661,336,BuildMart Rwanda,Government,2024-03-28 06:30:10,2024-03-28 06:53:10,2024-03-28 09:11:44,2024-03-28 09:21:29,112,22.1,Completed,664.4,63.54,0,None
TRP-0149,AST-013,DRV-048,2024-04-20,Uganda,Entebbe,Uganda,Jinja,Pharmaceuticals,Diagnostic supplies,4590,572,Industrial Suppliers Uganda,Manufacturing,2024-04-20 05:45:10,2024-04-20 05:59:10,2024-04-20 18:59:18,2024-04-20 19:25:43,590,113.1,Completed,5508.0,393.97,0,None
TRP-0150,AST-068,DRV-118,2024-05-17,Uganda,Entebbe,Tanzania,Dodoma,Pharmaceuticals,Surgical equipment,883,103,Electronics Hub Kenya,Retail,2024-05-17 06:00:04,2024-05-17 06:19:04,2024-05-17 17:53:50,2024-05-17 17:43:36,558,108.7,Completed,1059.6,414.32,0,None
TRP-0151,AST-109,DRV-047,2024-03-15,Kenya,Nairobi,Kenya,Mombasa,Automotive,Vehicle parts and accessories,3125,409,Telecom Solutions Uganda,Government,2024-03-15 08:45:11,2024-03-15 08:36:11,2024-03-15 17:13:24,2024-03-15 17:00:20,513,94.9,Completed,875.0,275.5,0,None
TRP-0152,AST-037,DRV-101,2024-06-11,Kenya,Eldoret,Kenya,Nakuru,Beverages,Bottled water,795,1101,Retail Solutions Ethiopia,Wholesale,2024-06-11 05:15:00,2024-06-11 05:24:00,2024-06-11 12:00:00,2024-06-11 16:33:25,359,64.6,Completed,143.1,249.02,4.6,Client unavailable
TRP-0153,AST-038,DRV-119,2024-08-02,Kenya,Kisumu,Rwanda,Gisenyi,Automotive,Tires and batteries,5277,228,Fashion Retail Kenya,E-commerce,2024-08-02 06:00:03,2024-08-02 06:25:03,2024-08-03 05:50:47,2024-08-03 08:30:25,1232,242.2,Completed,1477.56,850.84,2.7,Border customs delay
TRP-0154,AST-088,DRV-049,2024-09-09,Ethiopia,Gondar,Ethiopia,Dire Dawa,Beverages,Juice products,5289,1140,Retail Solutions Ethiopia,Wholesale,2024-09-09 07:00:21,2024-09-09 07:24:21,2024-09-09 14:40:00,2024-09-09 14:52:51,327,54.0,Completed,952.02,191.04,0,None
TRP-0155,AST-025,DRV-031,2025-01-13,Uganda,Kampala,Uganda,Entebbe,Telecommunications,Network equipment,2897,801,Trade Partners Kenya,Manufacturing,2025-01-13 06:00:40,2025-01-13 06:12:40,2025-01-13 17:56:18,2025-01-13 17:33:06,726,114.0,Completed,1158.8,441.36,0,None
TRP-0156,AST-028,DRV-092,2025-01-27,Kenya,Nakuru,Kenya,Mombasa,Electronics,Audio equipment,6394,1105,BuildMart Kenya,NGO,2025-01-27 08:45:28,2025-01-27 08:33:28,2025-01-27 19:49:07,2025-01-27 19:37:01,674,130.6,Completed,2237.9,470.01,0,None
TRP-0157,AST-048,DRV-034,2024-07-24,Kenya,Nakuru,Kenya,Nairobi,Telecommunications,Network equipment,4084,1048,FoodDistributors Tanzania,E-commerce,2024-07-24 06:15:29,2024-07-24 06:30:29,2024-07-24 12:47:49,2024-07-24 13:11:21,359,61.8,Completed,1633.6,257.95,0,None
TRP-0158,AST-028,DRV-092,2024-12-02,Kenya,Kisumu,Tanzania,Arusha,Agricultural,Coffee beans,6230,132,AgriExport Tanzania,E-commerce,2024-12-02 07:30:47,2024-12-02 08:12:47,2024-12-03 07:31:11,2024-12-03 10:26:21,1208,186.6,Completed,934.5,711.11,2.9,Loading delay at origin
TRP-0159,AST-018,DRV-029,2024-09-10,Kenya,Nakuru,Kenya,Nakuru,Pharmaceuticals,Medical supplies and vaccines,1415,93,Industrial Suppliers Kenya,Manufacturing,2024-09-10 06:00:23,2024-09-10 06:34:23,2024-09-10 07:19:15,2024-09-10 07:15:02,69,11.7,Completed,1698.0,41.4,0,None
TRP-0160,AST-029,DRV-105,2024-05-24,Kenya,Nakuru,Kenya,Mombasa,Telecommunications,Network equipment,3613,285,AgriExport Kenya,NGO,2024-05-24 07:15:31,2024-05-24 07:30:31,2024-05-24 17:12:29,2024-05-24 16:53:21,453,69.8,Completed,1445.2,289.54,0,None
TRP-0161,AST-003,DRV-105,2024-04-27,Kenya,Nairobi,Kenya,Mombasa,Pharmaceuticals,Diagnostic supplies,4884,236,Agricultural Traders Uganda,Retail,2024-04-27 07:30:09,2024-04-27 07:59:09,2024-04-27 17:52:37,2024-04-28 01:42:38,589,102.2,Completed,5860.8,354.89,7.8,Driver rest period
TRP-0162,AST-011,DRV-085,2024-05-17,Kenya,Kisumu,Uganda,Jinja,Electronics,Laptops and computers,797,156,Construction Supplies Kenya,Manufacturing,2024-05-17 06:45:14,2024-05-17 06:47:14,2024-05-17 19:02:32,2024-05-17 20:46:10,834,152.8,Completed,278.95,440.33,1.7,Loading delay at origin
TRP-0163,AST-075,DRV-101,2024-10-09,Kenya,Kisumu,Rwanda,Butare,Textiles,Bedding and linens,3728,228,Global Supply Kenya,Wholesale,2024-10-09 08:00:39,2024-10-09 07:47:39,2024-10-09 19:45:22,2024-10-09 20:04:25,667,126.1,Completed,820.16,381.44,0,None
TRP-0164,AST-019,DRV-071,2024-10-06,Kenya,Nakuru,Uganda,Mbarara,Pharmaceuticals,Medical supplies and vaccines,3347,906,Retail Solutions Ethiopia,Wholesale,2024-10-06 08:30:14,2024-10-06 09:12:14,2024-10-07 00:26:01,2024-10-07 00:50:40,917,179.7,Completed,4016.4,684.2,0,None
TRP-0165,AST-075,DRV-101,2024-09-14,Kenya,Kisumu,Kenya,Mombasa,Textiles,Clothing and fabrics,2404,439,Agricultural Traders Ethiopia,Wholesale,2024-09-14 08:00:47,2024-09-14 07:55:47,2024-09-14 20:32:44,2024-09-14 20:49:30,706,126.0,Completed,528.88,399.31,0,None
TRP-0166,AST-038,DRV-119,2024-03-22,Kenya,Nairobi,Ethiopia,Bahir Dar,Telecommunications,Cables and accessories,6165,501,AgriExport Kenya,NGO,2024-03-22 08:00:19,2024-03-22 07:55:19,2024-03-23 00:44:44,2024-03-23 02:27:18,949,148.0,Completed,2466.0,499.84,1.7,Traffic congestion
TRP-0167,AST-110,DRV-028,2025-02-08,Uganda,Entebbe,Tanzania,Mbeya,FMCG,Packaged foods and beverages,5839,805,Electronics Hub Kenya,Retail,2025-02-08 08:30:32,2025-02-08 09:01:32,2025-02-08 19:52:52,2025-02-08 19:42:20,570,112.1,Completed,1459.75,426.85,0,None
TRP-0168,AST-082,DRV-047,2024-04-22,Kenya,Nairobi,Kenya,Eldoret,FMCG,Snacks and confectionery,5146,1178,Construction Supplies Kenya,Government,2024-04-22 05:30:59,2024-04-22 05:32:59,2024-04-22 18:19:21,2024-04-22 18:34:31,652,124.6,Completed,1286.5,448.47,0,None
